Brand,Model,Product Website,Available,Pool Pump Type,Input Power,Current,Star Rating Index,Star Rating,Weighted Energy Factor,Daily Run Time,Projected Annual Energy Consumption (KWh/year),Date Available Until,Star Image Large,Star Image Small
Neptune,NPP750,http://www.emauxgroup.com,Australia,Single speed,800.0,3.5,1.6,1.5,16.596,3.8441,1099.7,2027-11-24,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Neptune,NPP1100,http://www.emauxgroup.com,Australia,Single speed,1100.0,4.5,1.54,1.5,14.753,3.3595,1237.1,2027-11-24,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Neptune,NPP1500,http://www.emauxgroup.com,Australia,Single speed,1300.0,5.5,1.5,1.5,13.761,3.2219,1326.2,2027-11-24,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Neptune,NPVS150,http://www.emauxgroup.com,Australia,Variable speed,1300.0,5.9,4.97,4.5,29.874,5.935,610.9,2027-11-24,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4.5_Star.png
Noria,ECO 100,https://www.focusproducts.com.au/home,"Australia,New Zealand",Variable speed,870.0,6.5,4.66,4.5,31.95,5.9607,571.2,2027-11-09,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4.5_Star.png
HAYWARD,Super II Eco VS 1hp,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Variable speed,800.0,5.5,5.22,5.0,-,-,-,2027-11-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
LEGEND,Super II Eco VS 1hp,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Variable speed,800.0,5.5,5.22,5.0,-,-,-,2027-11-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
THERALUX,Super II Eco VS 1hp,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Variable speed,800.0,5.5,5.22,5.0,-,-,-,2027-11-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
THERALUX,T3011DIVSP,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Variable speed,800.0,5.5,5.22,5.0,-,-,-,2027-11-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
LEGEND,LSP3011DIVSP,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Variable speed,800.0,5.5,5.22,5.0,-,-,-,2027-11-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
HAYWARD,SP3011DIVSP,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Variable speed,800.0,5.5,5.22,5.0,-,-,-,2027-11-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
HAYWARD,PLDI100VSP,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Variable speed,800.0,5.5,5.22,5.0,-,-,-,2027-11-02,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
HAYWARD,Super II Eco VS 1.2hp,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Variable speed,1400.0,9.65,5.73,5.5,-,-,-,2027-11-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.png
THERALUX,Super II Eco VS 1.2hp,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Variable speed,1400.0,9.65,5.73,5.5,-,-,-,2027-11-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.png
LEGEND,Super II Eco VS 1.2hp,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Variable speed,1400.0,9.65,5.73,5.5,-,-,-,2027-11-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.png
LEGEND,LSP3012DIVSP,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Variable speed,1400.0,9.65,5.73,5.5,-,-,-,2027-11-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.png
THERALUX,T3012DIVSP,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Variable speed,1400.0,9.65,5.73,5.5,-,-,-,2027-11-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.png
HAYWARD,SP3012DIVSP,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Variable speed,1400.0,9.65,5.73,5.5,-,-,-,2027-11-14,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5.5_Star.png
LEGEND,SIIE230 0.75hp,https://www.hayward-pool.com.au/shop/en/australia,Australia,Single speed,740.0,3.3,1.53,1.5,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
THERALUX,SIIE230 0.75hp,https://www.hayward-pool.com.au/shop/en/australia,Australia,Single speed,740.0,3.3,1.53,1.5,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
HAYWARD,SIIE230 0.75hp,https://www.hayward-pool.com.au/shop/en/australia,Australia,Single speed,740.0,3.3,1.53,1.5,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
HAYWARD,SP3007DI,https://www.hayward-pool.com.au/shop/en/australia,Australia,Single speed,740.0,3.3,1.53,1.5,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
THERALUX,T3007DI,https://www.hayward-pool.com.au/shop/en/australia,Australia,Single speed,740.0,3.3,1.53,1.5,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
LEGEND,LSP3007DI,https://www.hayward-pool.com.au/shop/en/australia,Australia,Single speed,740.0,3.3,1.53,1.5,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
LEGEND,SIIE320 1.0hp,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,980.0,4.34,1.61,1.5,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
THERALUX,SIIE320 1.0hp,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,980.0,4.34,1.61,1.5,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
HAYWARD,SIIE320 1.0hp,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,980.0,4.34,1.61,1.5,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
HAYWARD,SP3010DI,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,980.0,4.34,1.61,1.5,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
THERALUX,T3010DI,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,980.0,4.34,1.61,1.5,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
LEGEND,LSP3010DI,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,980.0,4.34,1.61,1.5,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
HAYWARD,PLDI-100,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,980.0,4.34,1.61,1.5,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
LEGEND,SIIE350,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1100.0,5.1,1.33,1.0,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
THERALUX,SIIE350,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1100.0,5.1,1.33,1.0,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
HAYWARD,SIIE350,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1100.0,5.1,1.33,1.0,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
HAYWARD,SP3012DI,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1100.0,5.1,1.33,1.0,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
THERALUX,T3012DI,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1100.0,5.1,1.33,1.0,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
LEGEND,LSP3012DI,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1100.0,5.1,1.33,1.0,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
HAYWARD,PLDI-125,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1100.0,5.1,1.33,1.0,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
LEGEND,SIIE430,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1380.0,6.23,1.43,1.0,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
THERALUX,SIIE430,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1380.0,6.23,1.43,1.0,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
HAYWARD,SIIE430,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1380.0,6.23,1.43,1.0,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
HAYWARD,SP3015DI,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1380.0,6.23,1.43,1.0,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
THERALUX,T3015DI,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1380.0,6.23,1.43,1.0,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
LEGEND,LSP3015DI,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1380.0,6.23,1.43,1.0,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
HAYWARD,PLDI-150,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1380.0,6.23,1.43,1.0,-,-,-,2027-11-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
LX,EA450,,"Australia,Fiji,New Zealand",Single speed,1100.0,5.8,1.0,1.0,13.076,3.5058,1395.7,2027-12-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
LX,WP200-II,,"Australia,Fiji,New Zealand",Two-speed,1500.0,7.0,3.64,3.5,21.045,5.3419,867.19,2027-12-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.png
LX,WP250-II,,"Australia,Fiji,New Zealand",Two-speed,1850.0,9.0,3.51,3.5,18.784,5.1125,971.58,2027-12-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.png
LX,WP300-II,,"Australia,Fiji,New Zealand",Two-speed,2200.0,10.0,3.76,3.5,18.415,4.7001,991.04,2027-12-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_3.5_Star.png
LX,LP200,,"Australia,Fiji,New Zealand",Single speed,1500.0,7.0,1.79,1.5,13.935,3.1153,1309.7,2027-12-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
LX,LP150,,"Australia,Fiji,New Zealand",Single speed,1100.0,5.8,2.05,2.0,16.509,3.4265,1105.5,2027-12-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_2_Star.png
LX,DH1.0,,"Australia,Fiji,New Zealand",Single speed,750.0,3.8,1.93,1.5,18.211,3.9494,1002.2,2027-12-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
LX,TDA200,,"Australia,Fiji,New Zealand",Single speed,1500.0,7.0,1.08,1.0,11.876,3.4055,1536.7,2027-12-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
LX,TDA150,,"Australia,Fiji,New Zealand",Single speed,1100.0,5.8,1.11,1.0,13.405,3.6311,1361.4,2027-12-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
LX,TDA100,,"Australia,Fiji,New Zealand",Single speed,750.0,3.8,2.04,2.0,18.656,3.9308,978.21,2027-12-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_2_Star.png
LX,EA350,,"Australia,Fiji,New Zealand",Single speed,750.0,3.8,1.74,1.5,17.454,4.0199,1045.6,2027-12-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
LX,EA390,,"Australia,Fiji,New Zealand",Single speed,900.0,4.6,1.12,1.0,14.352,3.7252,1271.6,2027-12-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
LX,JA100,,"Australia,Fiji,New Zealand",Single speed,750.0,3.8,2.04,2.0,18.656,3.9308,978.21,2027-12-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_2_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_2_Star.png
LX,JA150,,"Australia,Fiji,New Zealand",Single speed,1100.0,5.8,1.11,1.0,13.405,3.6311,1361.4,2027-12-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
LX,JA200,,"Australia,Fiji,New Zealand",Single speed,1500.0,7.0,1.08,1.0,11.876,3.4055,1536.7,2027-12-05,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Emaux,SPV150WR,https://emauxgroup.com/,"Australia,Fiji,New Zealand",Variable speed,1300.0,5.9,4.39,4.0,26.275,5.9245,694.57,2027-12-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4_Star.png
Emaux,SC100,https://emauxgroup.com/,"Australia,Fiji,New Zealand",Single speed,970.0,-,1.0,1.0,13.639,3.5719,1338.0,2027-12-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Emaux,SC150,https://emauxgroup.com/,"Australia,Fiji,New Zealand",Single speed,1300.0,-,1.0,1.0,12.32,3.2873,1481.4,2027-12-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Emaux,SPH100,https://emauxgroup.com/,"Australia,Fiji,New Zealand",Single speed,1100.0,-,0.68,1.0,12.162,3.4265,1500.6,2027-12-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Emaux,SPH150,https://emauxgroup.com/,"Australia,Fiji,New Zealand",Single speed,1500.0,-,1.1,1.0,11.926,3.0671,1530.2,2027-12-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Noria,ECO 150,https://www.focusproducts.com.au/home,"Australia,New Zealand",Variable speed,1360.0,6.5,4.55,4.5,26.775,5.3644,681.6,2027-11-11,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_4.5_Star.png
Emaux,SPH075,https://emauxgroup.com/,"Australia,Fiji,New Zealand",Single speed,750.0,-,1.29,1.0,15.769,3.993,1157.3,2027-12-07,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Pool Set,P100,,Australia,Single speed,750.0,3.8,1.93,1.5,18.219,4.1501,1001.7,2028-01-10,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1.5_Star.png
Pool Set,PRO150,,Australia,Single speed,1100.0,5.2,1.03,1.0,13.156,3.3293,1387.2,2028-01-10,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Poolrite,SQJ 1100,https://www.poolrite.com/,"Australia,Fiji,New Zealand",Single speed,1500.0,-,1.1,1.0,11.933,3.2678,1529.4,2028-01-16,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Poolrite,SQJ 750,https://www.poolrite.com/,"Australia,Fiji,New Zealand",Single speed,1170.0,-,1.32,1.0,13.73,3.7834,1329.2,2028-01-16,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Poolrite,EP 1100,https://www.poolrite.com/,"Australia,Fiji,New Zealand",Single speed,1550.0,6.0,1.03,1.0,11.599,3.4053,1573.4,2028-01-19,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Poolrite,EP 750,https://www.poolrite.com/,"Australia,Fiji,New Zealand",Single speed,1030.0,4.3,1.03,1.0,13.448,3.8532,1357.1,2028-01-19,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Poolrite,SQI 500,https://www.poolrite.com/,"Australia,Fiji,New Zealand",Single speed,1250.0,5.4,1.12,1.0,12.824,3.4973,1423.1,2028-01-16,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Pool Set,P150,,Australia,Single speed,1100.0,5.8,1.34,1.0,14.108,3.5058,1293.6,2028-01-24,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Pool Set,PRO200,,Australia,Single speed,1500.0,7.0,1.13,1.0,12.009,3.0864,1519.7,2023-02-01,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
Pool Set,VS150,,Australia,Variable speed,1500.0,7.0,5.38,5.0,31.043,5.7117,587.9,2028-01-24,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_5_Star.png
THERALUX,T3020DI,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1670.0,7.4,0.91,1.0,10.966,2.7997,1664.5,2028-02-22,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
KRIPSOL,KSP3020DI,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1670.0,7.4,0.91,1.0,10.966,2.7997,1664.5,2028-02-22,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
LEGEND,LSP3020DI,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1670.0,7.4,0.91,1.0,10.966,2.7997,1664.5,2028-02-22,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
HAYWARD,SIIE530,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1670.0,7.4,0.91,1.0,10.966,2.7997,1664.5,2028-02-22,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
THERALUX,SIIE530,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1670.0,7.4,0.91,1.0,10.966,2.7997,1664.5,2028-02-22,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
KRIPSOL,SIIE530,https://www.hayward-pool.com.au/shop/en/australia,"Australia,New Zealand",Single speed,1670.0,7.4,0.91,1.0,10.966,2.7997,1664.5,2028-02-22,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/PoolPump_1_Star.png
